+0, +0
-3, -2
-1, -2
-1, -1
-1, 0
- 0 (No significant change in valence, both texts are still negative)
+1, -1
+2, +2
-1, -1
+0.5, -1.0
+1, -0.5
-2, +2
-1, -1
+1, +1
-2, -2
+1, +1
+2, +1
+2, +1
-3, -2
+1, +1
+0.5, -0.5
+1, +1
-1, -1
-1, -1
-1, +1
+2, +2
+1, -1
+1, +1
-1, -1
+2, +1
+1, +1
-1, -1
-2, -2
0.0, 0.0
-1, -1
-1, -1
0, -1
-1, 0
+3, +2
+0.5, +0.5
-2, -2
-1, 0
+2, +2
-4, -4
0, -1
+2, -1
+2, +2
-2, +2
+4, +4
-2, -2
-1, 0
0, 0
+1, -1
-1, -1
+1, 0
-4, -4
+1, +1
0.0, 0.0
+0.5, +0.5
+1, +1
-1, -1
+0.5, +0.5
+0.5, +0.5
-1, +0.5
0, -1
+2, +2
-1, -2
+1, +1
-2, -2
+0.5, +0.5
-1, -1
+1, -1
0, 0
-2, -2
+1, 0
0.0, 0.0
+3, -2
+1, +1
Valence change: -1, Arousal change: -1
0, 0
-1, +1
-2, -2
+3, -2
-1, +1
-2, -1
0, 0
+1, +1
+1, -2
0.0, 0.0
+2, +1
-2, -2
+3, +1
+2, +2
+1, +1
+1, 0
+1, +1
-1, -1
+0.5, -0.5
+0.5, -1.0
+1, +1
+1, +1
+1, +1
+1, +1
-1, -1
0.0, 0.0
-3, -3
-1, -1
-2, 0
+0.5, +1.0
+0.5, +0.5
+2, +1
+0.5, 0
-1, -1
+0.5, +1.0
+1.0, -1.0
+1, +1
-0.5, 0.5
+0.5, +0.5
-3, -2
+0.5, 0
+1, -1
+1, +1
+2, +2
+0, -1
0.0, 0.0
0, 0
-0.5, -0.5
+1, +1
-1, -1
+2, +2
+2, +1
-0.5, +1.0
+2, -1
+0.5, +0.5
0, 0
0.0, 0.0
0, +1
+1, -1
-1, -1
+2, +2
-2, -2
-1, +1
-1, -1
+1, +1
-1, -1
+2, +2
-1, -1
+1, -1
-2, -2
0.0, 0.0
+1, +1
+2, +1
+0.5, +1.0
+0.5, 0
-0.5, 0
+1, 0
+1, -1
+2, +2
+0.5, -1
+0, +0
+1, +1
+0.5, -1.0
+1, +1
0.0, 0.0
-2, +1
+1, -1
-1, 0
-1, +1
-1, 0
+1, +1
-1, -1
-1, +1
+2, +1
-1, -1
-2, +2
+1, +0.5
+1, +1
-0.5, 0
Valence change: +0.5 (The positive emotions of happiness from spending time with children are slightly more prominent, but the frustration and impatience balance it out, leading to a slight increase in positive valence.)
-1, -1
+1, +1
+1, -1
0.0, 0.0
+1, +1
+0, -1
-1, -1
-1, -1
+1, +1
+2, +1
+1, -1
+1, -1
+0, +1
+1, +1
+0.5, -1.0
+1, -1
+1, +1
-3, -2
+1, +1
+1, +1
-4, -3
+1, +1
+1, +1
0.0, 0.0
+1, +1
+1, -1
+1, +1
+0, -1
-2, 0
+1, 0
+1, +1
+1, -1
+0.5, -1.0
+1, +1
-1, -1
0, -0.5
+1, +1
+0, -1
+1, +1
+0, -1
0.0, 0.0
-1, 0
+2, +2
-1, 0
+3, +2
-1, -1
-2, -2
-1, 0
+3, +2
+1, +1
+0, +0
-2, -1
0.0, 0.0
+0.5, +0.5
-2, +1
-1, -1
+2, +1
-1, -1
0, 0
+1, +1
-1, +1
+2, +2
0.0, 0.0
+0.5, +0.5
+1, +1
+0.5, -0.5
+1, +1
-1, -2
0, 0
-2, +1
+2, +1
+0.5, -0.5
-1, -2
+1, 0
+1, +1
-1, -1
+1, +1
+0, -1
-1, +1
+3, +2
-2, -2
+1, +1
0.0, 0.0
+1, +1
-2, +1
-2, +1
+1, -1
-1, +1
+2, +2
0.0, 0.0
+0.5, +1.0
+2, +1
+1, +1
-1, -1
-1, -1
+3, +3
-2, -2
-2, +1
+2, -1
+1, +1
-3, -3
0.0, 0.0
-1, -1
+1, +1
+2, +1
-1, -1
+2, -1
-2, -2
+1, -1
+1, -1
+1, +1
+1, +1
+1, +1
+1, +1
+1, +1
+2, +2
-2, -2
+1, +1
+2, -1
-2, -2
+2, +2
+1, +1
0.0, 0.0
+0.5, -0.5
+1, +1
-2, -2
-1, +1
-1, +1
+2, +1
-2, -2
+3, +2
+0, +0
0.0, 0.0
Valence change: -1 (from +2 to +1)
-1, +1
-2, +2
-1, +1
+2, +2
-2, -2
+3, +2
-1, -1
0, 0
+2, +1
-4, -4
-1, +1
+2, -1
-1, -1
+2, -1
-2, -1
+2, +1
+1, +2
+1, -2
0.0, 0.0
+1, +1
-1, -1
+0.5, 0
+1, 0
-0.5, -1
+1, +1
0.0, 0.0
+1, +2
+1, +1
+1, +1
+0, +1
+1, -2
+0.5, +0.5
+0.5, +0.5
+1.0, +0.0
+2, -1
-1, +1
+1, +1
+1, +1
+1, -1
+1, +1
0.0, 0.0
-2, -1
+2, 0
+1, -2
-1, 0
+1, +1
-1, +1
+0.5, -1.0
-1, +1
+2, -1
+1, +1
+1, +1
0.0, 0.0
-0.5, -0.5
-1, -2
+2, 0
-1, -1
+2, +2
-1, -1
-2, -2
+1, +1
+2, +2
-2, -2
+0.5, 0
+2, +2
-1, 0
+2, +1
+1, +1
+1, +1
+1, +1
+0.5, -0.5
-2, -1
-2, -2
-1, +0.5
-1, -1
+2, +1
+1, +1
+1, +1
-3, -2
+2, +2
-1, -2
+1, +2
-2, -2
-4, -2
+2, +1
-2, -2
-1, 0
0.0, 0.0
+2, +1
+0.5, -1.0
+2, +2
-1, -1
-2, +1
+3, +1
+1, +1
-1, -1
+0, -1
+0.5, +0.5
+1, +1
-0.6, 0
-1, -1
+1, +1
+0, +0
+0.5, +0.5
+1, +1
+0.5, +0.5
0.0, 0.0
+3, -3
+1, +1
+1, -1
-1, -1
+1, +1
-2, -2
-2, +1
-1, -1
-1, 0
+3, +2
0, -2
-0.5, +1.0
+1, +1
-2, -2
+1, 0
-1, +1
+2, +1
0.0, 0.0
+1, +1
-2, -2
+2, +1
-1, -1
+1, +1
-2, -2
+0.5, 0
+1, +1
-2, -2
+1, +1
+1, +1
+1, -1
-1, +1
+1, +2
0.0, 0.0
+0.5, +1.0
+2, +2
+1, +1
+1, +1
-1, -1
-1, +1
-2, -1
-1, +1
0.0, 0.0
+2, +1
-3, -2
0.0, 0.0
+1, +1
+4, +2
-1, +1
+2, +2
+1, -1
-1, -1
+1, +1
+2, +2
+1, +2
+1, +1
+1, +1
0.0, 0.0
-1, 0
+2, +2
+0.5, +1.0
-0.5, -0.5
+0.5, +1.0
+1, +1
+1, -1
+0, +1
+0, -1
+1, +1
-0.5, -0.5
+1, -1
+2, +2
+0.5, -0.5
+1, +1
0, 0
0.0, 0.0
0, 0
+2, +1
0, 0
0, 0
0, 0
+1, -1
-3, -2
+2, +1
+2, +1
+1, -1
-3, +1
+1, +1
+2, +1
+1, -1
+1, +1
-1, -1
-1, 0
+2, +1
+0, -1
+0.5, +0.5
-1, -1
+1, +1
+2, +1
-2, -2
-1, 0
-1, -1
+1, +1
-2, 0
0, 0
0, 0
+2, +1
-1, -1
+1, +1
-1, -1
0, 0
0, 0
+1, +2
-2, -1
0.0, 0.0
-3, -4
-2, +1
-3, -2
+1, +1
+0, -1
-2, -2
+2, +1
-1, -1
+2, +2
-1, -1
-2, +1
-1, 0
-1, +1
+3, +2
-3, -3
-1, 0
0.0, 0.0
+1, -1
+1, -1
0, 0
+2, +2
+2, +1
-1, -1
+2, +1
+1, -1
+1, +1
-1, -2
+2, +2
+1, -1
+0.5, +0.5
+1, +1
-1, -1
-1, +1
+2, -1
-1, +1
-1, -2
+3, +2
0.0, 0.0
-1, +1
+2, +2
-2, -2
+0.5, 0
+2, +2
+0, +0
-0.5, -1.0
+0, -1
0, 0
+2, +1
-2, -2
+2, 0
-0.5, +0.5
-1, -2
+4, -2
-2, -2
+3, +2
+1, +1
-2, -2
-2, -2
+0.5, 0
0, 0
-1, 0
-1, +1
-1, -2
+1, +1
+2, +1
+1, +1
+1, -1
+1, +1
+0, -1
0, 0
+1, -1
+0, +1
-1, -1
0.0, 0.0
-2, +1
+1, +1
+1, +1
+2, +1
-1, -1
0.0, 0.0
-3, +1
+1, 0
-1, -1
-1, +1
-1, -1
-1, +1
+1, -1
+0.5, +0.5
0, +1
-3, -2
-3, -2
-2, +2
-1, -1
-1, 0
-1, 0
0, 0
-1, 0
0, 0
-1, +1
+1, -1
-1, +1
-1, +1
-2, -1
0, 0
-1, -1
-0.5, -0.5
0, 0
-1, 0
+1, +1
-2, +2
0.0, 0.0
-1, +1
+1, -1
0.0, 0.0
-1, 0
+1, +1
-1, 0
-1, +1
+1, +1
+1, +1
-1, -1
0.0, 0.0
-2, -1
+1, -2
+1, +1
-1, +0.5
+1, -1
+1, -1
-1, 0
+1, -1
+1, +1
-1, -2
+1, +1
-1, -1
+1, -1
-1, 0
+1, 0
-4, -4
+1, +1
+1, -3
0.0, 0.0
+1, +1
-2, 0
+1, -1
+1, +1
+1, -3
-1, -1
+1, +1
+0.5, -1.0
+0.5, +1.0
-1, -1
+1, -1
-1, -1
+1, +1
0, -1
+0.5, +1.0
+1, -1
0.0, 0.0
+1, +1
-3, -2
+2, +1
-1, +1
+0.5, -1.0
